	run	hidden_size	nlayers	dropout	embedding_size	alpha	max_rank	shuffle_labels	shuffle_input	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	train_norm	dev_norm	test_norm	train_rank	dev_rank	test_rank	representation	model	language
18	18	179	1	0.01	50	0.02375156961170491	0	False	False	2.9057	3.2671	3.2793	0.476	0.413	0.4131	14.2687	14.2687	14.2687	22.0	22.0	22.0	onehot	linear	english
19	19	137	5	0.3	235	0.028656376350145975	0	False	False	2.9805	3.2398	3.2555	0.4689	0.4031	0.4168	12.9179	12.9179	12.9179	178.0	178.0	178.0	onehot	linear	english
20	20	786	2	0.24	144	0.03457404790277603	0	False	False	2.9659	3.2718	3.2918	0.4734	0.4012	0.4076	11.0039	11.0039	11.0039	98.0	98.0	98.0	onehot	linear	english
21	21	410	1	0.49	188	0.04171374544281356	0	False	False	2.9419	3.2898	3.3157	0.4834	0.4035	0.4103	9.6464	9.6464	9.6464	134.0	134.0	134.0	onehot	linear	english
22	22	388	0	0.48	59	0.0503278228734142	0	False	False	2.9437	3.3141	3.3405	0.4879	0.3972	0.4072	7.9655	7.9655	7.9655	27.0	27.0	27.0	onehot	linear	english
23	23	38	2	0.4	176	0.06072074632210035	0	False	False	3.3537	3.4286	3.4485	0.3331	0.3099	0.3091	6.8555	6.8555	6.8555	128.0	128.0	128.0	onehot	linear	english
24	24	467	2	0.11	75	0.07325985555120318	0	False	False	3.3622	3.4545	3.4739	0.3322	0.3053	0.3093	6.158	6.158	6.158	42.0	42.0	42.0	onehot	linear	english
25	25	176	4	0.05	210	0.08838834764831845	0	False	False	3.3911	3.4581	3.4789	0.3321	0.3053	0.3026	6.224	6.224	6.224	162.0	162.0	162.0	onehot	linear	english
26	26	57	4	0.0	85	0.10664094190766783	0	False	False	3.3986	3.4844	3.5054	0.3291	0.3124	0.3122	5.1815	5.1815	5.1815	50.0	50.0	50.0	onehot	linear	english
27	27	968	3	0.22	102	0.12866277958043645	0	False	False	3.4128	3.5153	3.5365	0.3295	0.298	0.3071	4.5352	4.5352	4.5352	62.0	62.0	62.0	onehot	linear	english
28	28	268	4	0.37	225	0.15523222650918542	0	False	False	6.0384	5.6118	5.6273	0.1043	0.1206	0.132	15.842	15.842	15.842	199.0	199.0	199.0	onehot	linear	english
29	29	270	0	0.04	187	0.1872883846095852	0	False	False	6.0483	5.6085	5.6242	0.1004	0.1256	0.1329	19.6366	19.6366	19.6366	166.0	166.0	166.0	onehot	linear	english
30	30	596	0	0.43	195	0.22596428459777515	0	False	False	6.0588	5.6149	5.63	0.1121	0.1312	0.1402	18.9344	18.9344	18.9344	172.0	172.0	172.0	onehot	linear	english
31	31	694	3	0.18	230	0.2726269331663144	0	False	False	6.0758	5.6187	5.6341	0.1121	0.12	0.1438	15.2164	15.2164	15.2164	204.0	204.0	204.0	onehot	linear	english
32	32	837	4	0.09	187	0.32892563008340914	0	False	False	6.0561	5.6159	5.6314	0.1028	0.1259	0.1331	19.5685	19.5685	19.5685	165.0	165.0	165.0	onehot	linear	english
33	33	487	0	0.14	112	0.3968502629920497	0	False	False	6.0538	5.6139	5.6301	0.1045	0.1247	0.1271	23.857	23.857	23.857	99.0	99.0	99.0	onehot	linear	english
34	34	418	5	0.37	188	0.4788016403492869	0	False	False	6.0384	5.6166	5.632	0.1134	0.1285	0.1436	19.6993	19.6993	19.6993	165.0	165.0	165.0	onehot	linear	english
35	35	407	5	0.35000000000000003	94	0.577676348436136	0	False	False	6.0706	5.6103	5.6263	0.1028	0.1264	0.1309	23.538	23.538	23.538	84.0	84.0	84.0	onehot	linear	english
36	36	657	2	0.11	182	0.6969691317244994	0	False	False	6.0478	5.6179	5.6332	0.1058	0.1167	0.1345	20.3772	20.3772	20.3772	160.0	160.0	160.0	onehot	linear	english
37	37	442	1	0.41	215	0.8408964152537145	0	False	False	6.052	5.6235	5.6386	0.1018	0.1267	0.1372	17.281	17.281	17.281	190.0	190.0	190.0	onehot	linear	english
38	38	398	4	0.23	292	1.0145453349375229	0	False	False	6.0585	5.6273	5.6427	0.1071	0.1269	0.1281	9.3563	9.3563	9.3563	257.0	257.0	257.0	onehot	linear	english
39	39	369	4	0.29	98	1.2240535433046549	0	False	False	6.0725	5.6195	5.6349	0.114	0.136	0.1546	23.5452	23.5452	23.5452	88.0	88.0	88.0	onehot	linear	english
40	40	75	4	0.33	67	1.4768261459394991	0	False	False	6.0333	5.6201	5.6337	0.1053	0.1236	0.1278	21.5148	21.5148	21.5148	60.0	60.0	60.0	onehot	linear	english
41	41	179	0	0.02	177	1.7817974362806772	0	False	False	6.0626	5.6216	5.6367	0.117	0.1356	0.137	20.6991	20.6991	20.6991	157.0	157.0	157.0	onehot	linear	english
42	42	442	4	0.19	159	2.1497466798413916	0	False	False	6.053	5.624	5.6389	0.1044	0.1224	0.1441	22.0308	22.0308	22.0308	140.0	140.0	140.0	onehot	linear	english
43	43	111	1	0.22	237	2.5936791093020197	0	False	False	6.0739	5.6244	5.6395	0.0989	0.117	0.1194	14.6038	14.6038	14.6038	208.0	208.0	208.0	onehot	linear	english
44	44	242	1	0.45	123	3.1292855968155457	0	False	False	6.045	5.6192	5.6355	0.102	0.1267	0.1385	23.4497	23.4497	23.4497	109.0	109.0	109.0	onehot	linear	english
45	45	107	3	0.21	118	3.775497250726772	0	False	False	6.0602	5.6193	5.6351	0.1104	0.126	0.1319	23.6677	23.6677	23.6677	103.0	103.0	103.0	onehot	linear	english
46	46	150	2	0.2	70	4.555154539026766	0	False	False	6.0388	5.6174	5.6336	0.0992	0.1196	0.1145	21.7894	21.7894	21.7894	62.0	62.0	62.0	onehot	linear	english
47	47	38	1	0.2	128	5.495814589832351	0	False	False	6.0414	5.6149	5.6306	0.104	0.1181	0.1295	23.3787	23.3787	23.3787	114.0	114.0	114.0	onehot	linear	english
48	48	248	1	0.49	92	6.6307252030723465	0	False	False	6.0623	5.6161	5.6316	0.0952	0.1129	0.1139	23.4093	23.4093	23.4093	80.0	80.0	80.0	onehot	linear	english
49	49	670	0	0.45	89	8.0	0	False	False	6.0264	5.6196	5.6338	0.1037	0.1189	0.1319	23.2343	23.2343	23.2343	79.0	79.0	79.0	onehot	linear	english
0	0	776	0	0.15	212	0.0	1	False	False	4.9188	4.759	4.7646	0.2905	0.279	0.2886	1380.6692	1380.6692	1380.6692	212.0	212.0	212.0	random	linear	english
1	1	433	2	0.27	103	0.0009765625	0	False	False	5.5154	5.0993	5.1228	0.1658	0.1992	0.2075	42.912	42.912	42.912	95.0	95.0	95.0	random	linear	english
2	2	310	5	0.5	113	0.0011782270808598852	0	False	False	5.6347	5.2099	5.2283	0.1578	0.184	0.1962	26.921	26.921	26.921	106.0	106.0	106.0	random	linear	english
3	3	300	1	0.44	99	0.001421536311369323	0	False	False	5.6646	5.2456	5.2591	0.1448	0.1715	0.1776	22.3747	22.3747	22.3747	90.0	90.0	90.0	random	linear	english
4	4	1009	2	0.1	148	0.0017150900003645502	0	False	False	5.4128	5.0194	5.0232	0.1743	0.1937	0.2151	49.0866	49.0866	49.0866	126.0	126.0	126.0	random	linear	english
5	5	657	3	0.5	165	0.0020692638561704995	0	False	False	5.5269	5.0938	5.1146	0.1582	0.1824	0.1925	27.6035	27.6035	27.6035	150.0	150.0	150.0	random	linear	english
6	6	455	2	0.49	60	0.0024965762178914648	0	False	False	5.8296	5.3736	5.386	0.1139	0.1365	0.1458	9.2606	9.2606	9.2606	55.0	55.0	55.0	random	linear	english
7	7	103	1	0.44	84	0.0030121305183748843	0	False	False	5.7112	5.3067	5.3293	0.1332	0.1528	0.1621	11.6573	11.6573	11.6573	72.0	72.0	72.0	random	linear	english
8	8	203	4	0.05	238	0.0036341491177818244	0	False	False	5.3427	4.9566	4.9651	0.158	0.173	0.1894	41.7327	41.7327	41.7327	189.0	189.0	189.0	random	linear	english
9	9	150	4	0.02	122	0.004384617376208487	0	False	False	5.574	5.1936	5.208	0.1174	0.1413	0.1496	23.4974	23.4974	23.4974	90.0	90.0	90.0	random	linear	english
10	10	72	3	0.23	144	0.005290060730222237	0	False	False	5.5576	5.1615	5.1685	0.101	0.1127	0.1205	18.7429	18.7429	18.7429	109.0	109.0	109.0	random	linear	english
11	11	467	3	0.31	79	0.006382482239223045	0	False	False	5.6595	5.2723	5.2891	0.0987	0.1186	0.1192	10.8104	10.8104	10.8104	58.0	58.0	58.0	random	linear	english
12	12	377	0	0.37	159	0.007700493739376463	0	False	False	5.5878	5.2132	5.229	0.1009	0.1174	0.1225	14.675	14.675	14.675	119.0	119.0	119.0	random	linear	english
13	13	436	2	0.25	154	0.009290680585958758	0	False	False	5.5799	5.1832	5.1997	0.1113	0.1359	0.1385	14.7857	14.7857	14.7857	108.0	108.0	108.0	random	linear	english
14	14	382	2	0.41	148	0.011209248221179687	0	False	False	5.6278	5.2094	5.2303	0.1041	0.1292	0.1142	11.1619	11.1619	11.1619	107.0	107.0	107.0	random	linear	english
15	15	326	3	0.09	115	0.01352400876572098	0	False	False	5.5912	5.2017	5.2034	0.1064	0.1245	0.1304	12.5326	12.5326	12.5326	71.0	71.0	71.0	random	linear	english
16	16	326	2	0.02	124	0.01631677785042834	0	False	False	5.6423	5.2399	5.2571	0.0897	0.1092	0.1103	10.8606	10.8606	10.8606	79.0	79.0	79.0	random	linear	english
17	17	247	2	0.15	240	0.01968626640460739	0	False	False	5.6121	5.192	5.2036	0.0911	0.1192	0.1226	11.4525	11.4525	11.4525	175.0	175.0	175.0	random	linear	english
18	18	179	1	0.01	50	0.02375156961170491	0	False	False	5.8409	5.4075	5.426	0.0818	0.1032	0.0997	5.2845	5.2845	5.2845	21.0	21.0	21.0	random	linear	english
19	19	137	5	0.3	235	0.028656376350145975	0	False	False	5.7273	5.3068	5.3114	0.0868	0.0984	0.1019	7.3762	7.3762	7.3762	169.0	169.0	169.0	random	linear	english
20	20	786	2	0.24	144	0.03457404790277603	0	False	False	5.8048	5.3778	5.3908	0.0803	0.0887	0.0988	5.1852	5.1852	5.1852	94.0	94.0	94.0	random	linear	english
21	21	410	1	0.49	188	0.04171374544281356	0	False	False	5.8022	5.3799	5.3986	0.0893	0.1122	0.1107	4.4841	4.4841	4.4841	131.0	131.0	131.0	random	linear	english
22	22	388	0	0.48	59	0.0503278228734142	0	False	False	5.9412	5.5238	5.5414	0.0897	0.1159	0.1181	1.6169	1.6169	1.6169	28.0	28.0	28.0	random	linear	english
23	23	38	2	0.4	176	0.06072074632210035	0	False	False	5.9351	5.5153	5.5328	0.0941	0.1074	0.1148	2.0122	2.0122	2.0122	124.0	124.0	124.0	random	linear	english
24	24	467	2	0.11	75	0.07325985555120318	0	False	False	6.0225	5.5976	5.6131	0.0684	0.0793	0.0752	0.5201	0.5201	0.5201	41.0	41.0	41.0	random	linear	english
25	25	176	4	0.05	210	0.08838834764831845	0	False	False	6.0568	5.6127	5.6279	0.1078	0.1281	0.138	17.8145	17.8145	17.8145	185.0	185.0	185.0	random	linear	english
26	26	57	4	0.0	85	0.10664094190766783	0	False	False	6.0497	5.6173	5.6325	0.091	0.1141	0.1163	23.1331	23.1331	23.1331	76.0	76.0	76.0	random	linear	english
27	27	968	3	0.22	102	0.12866277958043645	0	False	False	6.066	5.612	5.6277	0.089	0.1096	0.1197	23.913	23.913	23.913	91.0	91.0	91.0	random	linear	english
28	28	268	4	0.37	225	0.15523222650918542	0	False	False	6.0475	5.6203	5.6356	0.0955	0.1147	0.1269	15.7901	15.7901	15.7901	200.0	200.0	200.0	random	linear	english
29	29	270	0	0.04	187	0.1872883846095852	0	False	False	6.0611	5.6204	5.6359	0.0919	0.1208	0.1259	19.5864	19.5864	19.5864	165.0	165.0	165.0	random	linear	english
30	30	596	0	0.43	195	0.22596428459777515	0	False	False	6.0674	5.6228	5.6378	0.1008	0.1212	0.1254	18.9096	18.9096	18.9096	172.0	172.0	172.0	random	linear	english
31	31	694	3	0.18	230	0.2726269331663144	0	False	False	6.0825	5.6247	5.64	0.0986	0.1087	0.124	15.1832	15.1832	15.1832	203.0	203.0	203.0	random	linear	english
32	32	837	4	0.09	187	0.32892563008340914	0	False	False	6.0655	5.6245	5.6399	0.0938	0.1175	0.1251	19.5483	19.5483	19.5483	167.0	167.0	167.0	random	linear	english
33	33	487	0	0.14	112	0.3968502629920497	0	False	False	6.0678	5.6268	5.6428	0.0893	0.1112	0.1092	23.8455	23.8455	23.8455	99.0	99.0	99.0	random	linear	english
34	34	418	5	0.37	188	0.4788016403492869	0	False	False	6.046	5.6235	5.6389	0.1041	0.1241	0.1393	19.6915	19.6915	19.6915	167.0	167.0	167.0	random	linear	english
35	35	407	5	0.35000000000000003	94	0.577676348436136	0	False	False	6.0846	5.6231	5.6387	0.0989	0.1217	0.1273	23.535	23.535	23.535	85.0	85.0	85.0	random	linear	english
36	36	657	2	0.11	182	0.6969691317244994	0	False	False	6.0565	5.6257	5.6409	0.0929	0.1084	0.1213	20.3785	20.3785	20.3785	162.0	162.0	162.0	random	linear	english
37	37	442	1	0.41	215	0.8408964152537145	0	False	False	6.0567	5.6277	5.6428	0.0952	0.1218	0.1304	17.2832	17.2832	17.2832	189.0	189.0	189.0	random	linear	english
38	38	398	4	0.23	292	1.0145453349375229	0	False	False	6.0604	5.6291	5.6443	0.0981	0.1233	0.1216	9.347	9.347	9.347	258.0	258.0	258.0	random	linear	english
39	39	369	4	0.29	98	1.2240535433046549	0	False	False	6.0677	5.6295	5.6446	0.0955	0.1142	0.1224	0.3273	0.3273	0.3273	68.0	68.0	68.0	random	linear	english
40	40	75	4	0.33	67	1.4768261459394991	0	False	False	6.0505	5.6295	5.6446	0.091	0.1224	0.1308	0.0788	0.0788	0.0788	34.0	34.0	34.0	random	linear	english
41	41	179	0	0.02	177	1.7817974362806772	0	False	False	6.0706	5.6289	5.6438	0.1039	0.1243	0.1246	20.6905	20.6905	20.6905	157.0	157.0	157.0	random	linear	english
42	42	442	4	0.19	159	2.1497466798413916	0	False	False	6.085	5.6295	5.6446	0.097	0.1148	0.1196	0.2914	0.2914	0.2914	115.0	115.0	115.0	random	linear	english
43	43	111	1	0.22	237	2.5936791093020197	0	False	False	6.0777	5.6279	5.6429	0.0936	0.1121	0.1155	14.5966	14.5966	14.5966	210.0	210.0	210.0	random	linear	english
44	44	242	1	0.45	123	3.1292855968155457	0	False	False	6.0782	5.6295	5.6446	0.0979	0.1229	0.1236	0.2018	0.2018	0.2018	80.0	80.0	80.0	random	linear	english
45	45	107	3	0.21	118	3.775497250726772	0	False	False	6.0714	5.6293	5.6448	0.1009	0.1203	0.1253	23.6746	23.6746	23.6746	105.0	105.0	105.0	random	linear	english
46	46	150	2	0.2	70	4.555154539026766	0	False	False	6.0415	5.6295	5.6446	0.088	0.1003	0.1095	2.151	2.151	2.151	50.0	50.0	50.0	random	linear	english
47	47	38	1	0.2	128	5.495814589832351	0	False	False	6.0524	5.6247	5.6403	0.0954	0.1116	0.1243	23.3797	23.3797	23.3797	112.0	112.0	112.0	random	linear	english
48	48	248	1	0.49	92	6.6307252030723465	0	False	False	6.0743	5.627	5.6423	0.0887	0.1062	0.109	23.4086	23.4086	23.4086	82.0	82.0	82.0	random	linear	english
49	49	670	0	0.45	89	8.0	0	False	False	6.0693	5.6295	5.6446	0.0908	0.1064	0.1143	0.8311	0.8311	0.8311	63.0	63.0	63.0	random	linear	english
0	0	776	0	0.15	768	0.0	1	False	False	0.4842	0.8924	0.858	0.9277	0.8479	0.8507	23042.9336	23042.9336	23042.9336	768.0	768.0	768.0	albert	linear	english
1	1	433	2	0.27	768	0.0009765625	0	False	False	1.9267	1.7705	1.7553	0.6764	0.6976	0.7113	497.7162	497.7162	497.7162	678.0	678.0	678.0	albert	linear	english
2	2	310	5	0.5	768	0.0011782270808598852	0	False	False	2.1509	1.9592	1.9444	0.6336	0.6618	0.6748	368.7217	368.7217	368.7217	697.0	697.0	697.0	albert	linear	english
3	3	300	1	0.44	768	0.001421536311369323	0	False	False	2.2069	2.0055	1.9906	0.6141	0.6412	0.6588	314.857	314.857	314.857	686.0	686.0	686.0	albert	linear	english
4	4	1009	2	0.1	768	0.0017150900003645502	0	False	False	2.1606	1.9658	1.9499	0.6105	0.643	0.6594	289.3964	289.3964	289.3964	659.0	659.0	659.0	albert	linear	english
5	5	657	3	0.5	768	0.0020692638561704995	0	False	False	2.4196	2.1901	2.1751	0.5586	0.5968	0.6099	210.9855	210.9855	210.9855	679.0	679.0	679.0	albert	linear	english
6	6	455	2	0.49	768	0.0024965762178914648	0	False	False	2.5064	2.2653	2.2513	0.5363	0.5782	0.5931	174.7776	174.7776	174.7776	674.0	674.0	674.0	albert	linear	english
7	7	103	1	0.44	768	0.0030121305183748843	0	False	False	2.5769	2.3267	2.3142	0.514	0.5575	0.5747	145.8948	145.8948	145.8948	667.0	667.0	667.0	albert	linear	english
8	8	203	4	0.05	768	0.0036341491177818244	0	False	False	2.5416	2.2931	2.2807	0.5144	0.5531	0.5762	127.5898	127.5898	127.5898	651.0	651.0	651.0	albert	linear	english
9	9	150	4	0.02	768	0.004384617376208487	0	False	False	2.6298	2.3715	2.3607	0.4887	0.5283	0.5495	105.153	105.153	105.153	649.0	649.0	649.0	albert	linear	english
10	10	72	3	0.23	768	0.005290060730222237	0	False	False	2.7876	2.5155	2.5091	0.4484	0.4943	0.5074	78.3981	78.3981	78.3981	649.0	649.0	649.0	albert	linear	english
11	11	467	3	0.31	768	0.006382482239223045	0	False	False	2.8972	2.6174	2.6139	0.4202	0.461	0.4681	62.4815	62.4815	62.4815	649.0	649.0	649.0	albert	linear	english
12	12	377	0	0.37	768	0.007700493739376463	0	False	False	2.9911	2.7039	2.7023	0.4049	0.4485	0.4581	51.4618	51.4618	51.4618	647.0	647.0	647.0	albert	linear	english
13	13	436	2	0.25	768	0.009290680585958758	0	False	False	3.0336	2.7449	2.7449	0.3958	0.44	0.4503	44.5083	44.5083	44.5083	651.0	651.0	651.0	albert	linear	english
14	14	382	2	0.41	768	0.011209248221179687	0	False	False	3.1395	2.8436	2.8452	0.3833	0.4274	0.4358	36.8061	36.8061	36.8061	652.0	652.0	652.0	albert	linear	english
15	15	326	3	0.09	768	0.01352400876572098	0	False	False	3.1576	2.8628	2.8664	0.3689	0.414	0.4238	32.0686	32.0686	32.0686	654.0	654.0	654.0	albert	linear	english
16	16	326	2	0.02	768	0.01631677785042834	0	False	False	3.2412	2.9367	2.9425	0.346	0.397	0.4037	26.4139	26.4139	26.4139	652.0	652.0	652.0	albert	linear	english
17	17	247	2	0.15	768	0.01968626640460739	0	False	False	3.404	3.0893	3.0998	0.3002	0.3547	0.3569	19.8592	19.8592	19.8592	657.0	657.0	657.0	albert	linear	english
18	18	179	1	0.01	768	0.02375156961170491	0	False	False	3.4391	3.1241	3.1355	0.2949	0.3481	0.3458	18.4863	18.4863	18.4863	657.0	657.0	657.0	albert	linear	english
19	19	137	5	0.3	768	0.028656376350145975	0	False	False	3.5287	3.2049	3.2165	0.2909	0.3446	0.3422	16.0315	16.0315	16.0315	664.0	664.0	664.0	albert	linear	english
20	20	786	2	0.24	768	0.03457404790277603	0	False	False	3.5605	3.235	3.2464	0.2897	0.3428	0.342	14.9971	14.9971	14.9971	667.0	667.0	667.0	albert	linear	english
21	21	410	1	0.49	768	0.04171374544281356	0	False	False	3.6791	3.3453	3.3573	0.2859	0.3386	0.3402	12.7527	12.7527	12.7527	668.0	668.0	668.0	albert	linear	english
22	22	388	0	0.48	768	0.0503278228734142	0	False	False	3.7464	3.4072	3.4193	0.2845	0.3385	0.3396	11.4843	11.4843	11.4843	668.0	668.0	668.0	albert	linear	english
23	23	38	2	0.4	768	0.06072074632210035	0	False	False	3.806	3.462	3.4742	0.2833	0.3391	0.338	10.5208	10.5208	10.5208	677.0	677.0	677.0	albert	linear	english
24	24	467	2	0.11	768	0.07325985555120318	0	False	False	3.8451	3.4955	3.5076	0.2815	0.3316	0.3347	10.1074	10.1074	10.1074	688.0	688.0	688.0	albert	linear	english
25	25	176	4	0.05	768	0.08838834764831845	0	False	False	3.9699	3.6105	3.6227	0.2792	0.3265	0.3289	8.6298	8.6298	8.6298	698.0	698.0	698.0	albert	linear	english
26	26	57	4	0.0	768	0.10664094190766783	0	False	False	4.1758	3.8114	3.8266	0.2655	0.3126	0.2989	7.9444	7.9444	7.9444	693.0	693.0	693.0	albert	linear	english
27	27	968	3	0.22	768	0.12866277958043645	0	False	False	4.4704	4.0866	4.1058	0.2601	0.3069	0.2908	6.4942	6.4942	6.4942	698.0	698.0	698.0	albert	linear	english
28	28	268	4	0.37	768	0.15523222650918542	0	False	False	4.7612	4.3555	4.3752	0.2512	0.2987	0.285	4.4282	4.4282	4.4282	697.0	697.0	697.0	albert	linear	english
29	29	270	0	0.04	768	0.1872883846095852	0	False	False	4.5325	4.1338	4.1433	0.2582	0.3108	0.3098	3.519	3.519	3.519	719.0	719.0	719.0	albert	linear	english
30	30	596	0	0.43	768	0.22596428459777515	0	False	False	4.5387	4.139	4.1488	0.2958	0.3473	0.3529	3.4351	3.4351	3.4351	719.0	719.0	719.0	albert	linear	english
31	31	694	3	0.18	768	0.2726269331663144	0	False	False	4.5397	4.14	4.1498	0.3058	0.3473	0.3597	3.494	3.494	3.494	726.0	726.0	726.0	albert	linear	english
32	32	837	4	0.09	768	0.32892563008340914	0	False	False	4.5338	4.1332	4.1427	0.2854	0.3385	0.343	3.4079	3.4079	3.4079	724.0	724.0	724.0	albert	linear	english
33	33	487	0	0.14	768	0.3968502629920497	0	False	False	4.54	4.1403	4.1501	0.266	0.3095	0.3189	3.2645	3.2645	3.2645	719.0	719.0	719.0	albert	linear	english
34	34	418	5	0.37	768	0.4788016403492869	0	False	False	4.5401	4.1404	4.1502	0.2595	0.3113	0.3108	3.2216	3.2216	3.2216	723.0	723.0	723.0	albert	linear	english
35	35	407	5	0.35000000000000003	768	0.577676348436136	0	False	False	4.5403	4.1406	4.1504	0.2054	0.2391	0.2453	3.2324	3.2324	3.2324	717.0	717.0	717.0	albert	linear	english
36	36	657	2	0.11	768	0.6969691317244994	0	False	False	4.5403	4.1406	4.1504	0.2558	0.2835	0.3046	3.1685	3.1685	3.1685	713.0	713.0	713.0	albert	linear	english
37	37	442	1	0.41	768	0.8408964152537145	0	False	False	4.5343	4.1336	4.1431	0.2172	0.238	0.2553	3.084	3.084	3.084	707.0	707.0	707.0	albert	linear	english
38	38	398	4	0.23	768	1.0145453349375229	0	False	False	4.5342	4.1335	4.1431	0.2069	0.2468	0.2414	3.2536	3.2536	3.2536	726.0	726.0	726.0	albert	linear	english
39	39	369	4	0.29	768	1.2240535433046549	0	False	False	4.5343	4.1336	4.1431	0.1881	0.2303	0.2364	3.1739	3.1739	3.1739	723.0	723.0	723.0	albert	linear	english
40	40	75	4	0.33	768	1.4768261459394991	0	False	False	4.5343	4.1336	4.1431	0.1622	0.1765	0.1824	3.1879	3.1879	3.1879	720.0	720.0	720.0	albert	linear	english
41	41	179	0	0.02	768	1.7817974362806772	0	False	False	4.5435	4.1448	4.1548	0.1057	0.1348	0.1389	3.1182	3.1182	3.1182	725.0	725.0	725.0	albert	linear	english
42	42	442	4	0.19	768	2.1497466798413916	0	False	False	4.5343	4.1336	4.1431	0.136	0.155	0.1608	3.057	3.057	3.057	723.0	723.0	723.0	albert	linear	english
43	43	111	1	0.22	768	2.5936791093020197	0	False	False	4.5343	4.1336	4.1431	0.2152	0.2461	0.2638	3.0463	3.0463	3.0463	727.0	727.0	727.0	albert	linear	english
44	44	242	1	0.45	768	3.1292855968155457	0	False	False	4.5344	4.1337	4.1432	0.1483	0.169	0.1939	3.0228	3.0228	3.0228	728.0	728.0	728.0	albert	linear	english
45	45	107	3	0.21	768	3.775497250726772	0	False	False	4.5343	4.1336	4.1431	0.1916	0.2198	0.2407	3.018	3.018	3.018	723.0	723.0	723.0	albert	linear	english
46	46	150	2	0.2	768	4.555154539026766	0	False	False	4.5343	4.1336	4.1431	0.1693	0.1972	0.2	2.9901	2.9901	2.9901	726.0	726.0	726.0	albert	linear	english
0	0	776	0	0.15	768	0.0	1	False	False	0.7034	1.0989	1.0916	0.8944	0.8033	0.8104	97332.25	97332.25	97332.25	768.0	768.0	768.0	roberta	linear	english
1	1	433	2	0.27	768	0.0009765625	0	False	False	2.9959	2.7225	2.72	0.4379	0.4789	0.4935	284.5866	284.5866	284.5866	652.0	652.0	652.0	roberta	linear	english
2	2	310	5	0.5	768	0.0011782270808598852	0	False	False	3.2769	2.9827	2.981	0.3803	0.4206	0.4336	198.0856	198.0856	198.0856	657.0	657.0	657.0	roberta	linear	english
3	3	300	1	0.44	768	0.001421536311369323	0	False	False	3.3016	3.0081	3.0075	0.3621	0.3956	0.4124	162.2802	162.2802	162.2802	652.0	652.0	652.0	roberta	linear	english
4	4	1009	2	0.1	768	0.0017150900003645502	0	False	False	3.0671	2.7779	2.7758	0.4108	0.4624	0.4729	156.3888	156.3888	156.3888	652.0	652.0	652.0	roberta	linear	english
5	5	657	3	0.5	768	0.0020692638561704995	0	False	False	3.4638	3.1541	3.1539	0.3308	0.3716	0.3849	97.0984	97.0984	97.0984	651.0	651.0	651.0	roberta	linear	english
6	6	455	2	0.49	768	0.0024965762178914648	0	False	False	3.5211	3.2083	3.2096	0.3102	0.3507	0.3623	76.8052	76.8052	76.8052	651.0	651.0	651.0	roberta	linear	english
7	7	103	1	0.44	768	0.0030121305183748843	0	False	False	3.5452	3.2312	3.2337	0.297	0.3365	0.3515	59.3875	59.3875	59.3875	653.0	653.0	653.0	roberta	linear	english
8	8	203	4	0.05	768	0.0036341491177818244	0	False	False	3.3088	2.9973	2.9973	0.3346	0.3816	0.3939	59.2478	59.2478	59.2478	652.0	652.0	652.0	roberta	linear	english
9	9	150	4	0.02	768	0.004384617376208487	0	False	False	3.3249	3.0122	3.0122	0.3277	0.373	0.3834	53.6745	53.6745	53.6745	657.0	657.0	657.0	roberta	linear	english
10	10	72	3	0.23	768	0.005290060730222237	0	False	False	3.4997	3.1893	3.1921	0.2942	0.3364	0.3444	38.328	38.328	38.328	662.0	662.0	662.0	roberta	linear	english
11	11	467	3	0.31	768	0.006382482239223045	0	False	False	3.5787	3.2639	3.267	0.285	0.3265	0.3401	32.7328	32.7328	32.7328	663.0	663.0	663.0	roberta	linear	english
12	12	377	0	0.37	768	0.007700493739376463	0	False	False	3.63	3.311	3.3138	0.286	0.3257	0.3398	28.0157	28.0157	28.0157	659.0	659.0	659.0	roberta	linear	english
13	13	436	2	0.25	768	0.009290680585958758	0	False	False	3.6042	3.2885	3.2919	0.2809	0.3223	0.3345	26.3909	26.3909	26.3909	665.0	665.0	665.0	roberta	linear	english
14	14	382	2	0.41	768	0.011209248221179687	0	False	False	3.7297	3.4049	3.4087	0.275	0.3206	0.3307	21.6275	21.6275	21.6275	671.0	671.0	671.0	roberta	linear	english
15	15	326	3	0.09	768	0.01352400876572098	0	False	False	3.5822	3.2666	3.2695	0.2773	0.323	0.3283	24.0393	24.0393	24.0393	676.0	676.0	676.0	roberta	linear	english
16	16	326	2	0.02	768	0.01631677785042834	0	False	False	3.5849	3.2699	3.2726	0.2771	0.3201	0.3296	22.1599	22.1599	22.1599	686.0	686.0	686.0	roberta	linear	english
17	17	247	2	0.15	768	0.01968626640460739	0	False	False	3.6927	3.3704	3.3741	0.2679	0.315	0.317	18.7719	18.7719	18.7719	683.0	683.0	683.0	roberta	linear	english
18	18	179	1	0.01	768	0.02375156961170491	0	False	False	3.6621	3.3405	3.3434	0.2723	0.3145	0.3211	17.8712	17.8712	17.8712	691.0	691.0	691.0	roberta	linear	english
19	19	137	5	0.3	768	0.028656376350145975	0	False	False	3.8868	3.5497	3.555	0.2585	0.3039	0.3083	13.4076	13.4076	13.4076	687.0	687.0	687.0	roberta	linear	english
